formula,atom a,atom b,a,b,c,alpha,beta,gamma,bandgap,lowest distortion,vpa,mub,eform oxygen,e_form,e_hull,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
PaCuO3,Pa,Cu,5.311,5.98,7.435,90,90,90,1.402,orthorhombic,11.809,0,0.156,-2.294,0.131,Pa1 Cu1 O3,8,91,83,28.8,24.96,8,18,87,69,68.6,22.08,87,15.9994,231.03586,215.03646,68.516012,65.0079392,15.9994,54.8,1845,1790.2,673.434,742.3608,54.8,3,16,13,12.4,4.32,16,2,7,5,3.4,1.68,2,66,200,134,106,48,66,1.5,3.44,1.94,2.744,0.8352,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,2,2,0.4,0.64,0,5,11,6,6.8,1.68,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,12,12,2.4,3.84,0,1,21,20,5.6,6.16,2,9.105,25.18,16.075,12.713,4.9868,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,80,81.6,12,Pa5+1 Cu+1 O2-3,-2,5,7,3.683941988
LiCeO3,Li,Ce,5.819,6.018,7.376,90,90,90,2.519,orthorhombic,12.915,0,-2.253,-2.294,0.148,Li1 Ce1 O3,3,58,55,17,16.4,8,1,87,86,55.4,37.92,87,6.941,140.116,133.175,39.01104,40.441984,15.9994,54.8,1071,1016.2,337.818,339.6216,54.8,1,16,15,10.4,6.72,16,2,6,4,2.8,1.28,2,66,204,138,106,48,66,0.98,3.44,2.46,2.484,1.1472,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,1,1,0.2,0.32,0,1,6,5,4.6,1.68,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,13,13,2.6,4.16,0,1,22,21,5.8,6.48,2,9.105,37.24,28.135,16.22966667,8.5496,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Li0+1 Ce0+1 O0+3,0,0,0,0
SbEuO3,Sb,Eu,5.83,6.039,8.645,90,90,90,0,orthorhombic,15.219,0,-7.438,-2.293,0.141,Sb1 Eu1 O3,8,63,55,27.6,23.52,8,25,87,62,74.2,19.68,87,15.9994,151.964,135.9646,64.34444,58.014048,15.9994,54.8,1095,1040.2,432.636,453.4032,54.8,3,16,13,13.2,4.08,16,2,6,4,3.4,1.68,2,66,198,132,107,49.2,66,1.185,3.44,2.255,2.711,0.8748,3.44,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,2,3.2,0,0,7,7,1.4,2.24,0,6,15,9,8.4,2.88,6,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,0,0,0,0,0,0,7,7,1.4,2.24,0,2,7,5,3.2,1.52,2,9.105,36.46,27.355,19.067,11.9544,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,86.2,89.04,12,Sb3+1 Eu3+1 O2-3,-2,3,5,3.273268354
AsEuO3,As,Eu,5.528,5.937,8.683,90,90,90,0,orthorhombic,14.25,0,-8.456,-2.292,0.022,As1 Eu1 O3,8,63,55,24,19.2,8,25,87,62,74,19.6,87,15.9994,151.964,135.9646,54.97676,46.772832,15.9994,54.8,1095,1040.2,469.88,498.096,54.8,3,16,13,13.2,4.08,16,2,6,4,3.2,1.44,2,66,198,132,103,44.4,66,1.185,3.44,2.255,2.737,0.8436,3.44,2,2,0,2,0,2,0,4,4,3,1.2,4,0,10,10,2,3.2,0,0,7,7,1.4,2.24,0,6,15,9,8.4,2.88,6,0,0,0,0,0,0,0,3,3,1.8,0.72,2,0,0,0,0,0,0,0,7,7,1.4,2.24,0,2,7,5,3.2,1.52,2,9.105,36.46,27.355,17.19,9.702,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,86.2,89.04,12,As3+1 Eu3+1 O2-3,-2,3,5,3.273268354
CoTbO3,Co,Tb,6.025,6.025,6.025,54.8,54.8,54.8,1.573,rhombohedral,13.606,0.799,-4.123,-2.29,0.117,Co1 Tb1 O3,8,65,57,23.2,18.24,8,29,87,58,69.6,20.88,87,15.9994,158.92535,142.92595,53.171349,44.6063388,15.9994,54.8,1768,1713.2,712.28,788.976,54.8,3,16,13,12,4.8,16,2,6,4,3.2,1.44,2,66,194,128,103.6,45.12,66,1.21,3.44,2.23,2.682,0.9096,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,7,7,1.4,2.24,0,0,9,9,1.8,2.88,0,6,11,5,7.6,1.92,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,3,3,0.6,0.96,0,0,5,5,1,1.6,0,2,5,3,2.8,0.96,2,9.105,31.73666667,22.63166667,13.85933333,7.150933333,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,194,182,84.8,87.36,12,Co2+1 Tb4+1 O2-3,-2,4,6,3.380617019
CdThO3,Cd,Th,4.537,4.537,4.537,90,90,90,0,cubic,18.683,-0.044,-1.197,-2.29,0.747,Cd1 Th1 O3,8,90,82,32.4,29.28,8,16,87,71,69.4,21.36,87,15.9994,232.03806,216.03866,78.489452,74.9880624,15.9994,54.8,2023,1968.2,556.324,601.8288,54.8,3,16,13,12.6,4.08,16,2,7,5,3.6,1.92,2,66,206,140,109.6,52.32,66,1.3,3.44,2.14,2.662,0.9336,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,2.4,3.04,0,0,0,0,0,0,0,4,12,8,6.8,2.08,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,0,8,8,2.8,2.08,2,9.105,32.37,23.265,15.836,8.0772,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Cd2+1 Th4+1 O2-3,-2,4,6,3.380617019
PmEuO3,Pm,Eu,4.266,4.266,4.266,90,90,90,0,cubic,15.528,0.114,-1.453,-2.289,0.908,Pm1 Eu1 O3,8,63,55,29.6,25.92,8,21,87,66,61.4,30.72,87,15.9994,151.964,135.9646,68.99244,63.591648,15.9994,54.8,1373,1318.2,526.48,566.016,54.8,3,16,13,10.8,6.24,16,2,6,4,3.6,1.92,2,66,199,133,119,63.6,66,1.155,3.44,2.285,2.532,1.0896,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,0,0,0,0,0,0,7,7,2.4,2.88,0,6,9,3,6.8,0.96,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,9,9,3.2,3.84,0,2,9,7,4.4,2.88,2,9.105,36.46,27.355,19.5235,12.5022,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Pm3+1 Eu3+1 O2-3,-2,3,5,3.273268354
LuPaO3,Lu,Pa,4.459,4.459,4.459,90,90,90,0,cubic,17.731,0.199,2.285,-2.289,1.086,Lu1 Pa1 O3,8,91,83,37.2,35.04,8,18,87,69,64,27.6,87,15.9994,231.03586,215.03646,90.800172,89.7609264,15.9994,54.8,1936,1881.2,789.08,881.136,54.8,3,16,13,10.8,6.24,16,2,7,5,3.8,2.16,2,66,200,134,117,61.2,66,1.27,3.44,2.17,2.618,0.9864,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.4,0.48,0,0,14,14,3.2,4.32,0,5,17,12,8,3.6,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,3.6,4.32,0,0,12,12,2.4,3.84,0,2,21,19,7.2,6.24,2,9.105,28.865,19.76,16.272,8.6004,9.105,0,0,0,0,0,0,0,0.0022471,0.0022471,0.00044942,0.000719072,0,12,194,182,73.8,74.16,12,Lu3+1 Pa3+1 O2-3,-2,3,5,3.273268354
HoCuO3,Ho,Cu,5.195,5.84,7.163,90,90,90,0,orthorhombic,10.867,0,0.608,-2.288,0.051,Ho1 Cu1 O3,8,67,59,24,19.2,8,33,87,54,71.6,18.48,87,15.9994,164.93032,148.93092,55.294904,47.1546048,15.9994,54.8,1747,1692.2,653.834,718.8408,54.8,3,16,13,12.4,4.32,16,2,6,4,3.2,1.44,2,66,192,126,104.4,46.08,66,1.23,3.44,2.21,2.69,0.9,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,11,11,2.2,3.52,0,6,13,7,8.4,2.88,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,3,3,0.6,0.96,0,1,3,2,2,0.4,2,9.105,30.73333333,21.62833333,13.82366667,6.763866667,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Ho3+1 Cu3+1 O2-3,-2,3,5,3.273268354
CeRhO3,Ce,Rh,5.469,5.852,7.893,90,90,90,0.671,orthorhombic,12.631,0,1.093,-2.288,-0.061,Ce1 Rh1 O3,8,58,50,25.4,20.88,8,15,87,72,67,24,87,15.9994,140.116,124.1166,58.20394,50.645448,15.9994,54.8,2237,2182.2,694.48,767.616,54.8,3,16,13,12,4.8,16,2,6,4,3.4,1.68,2,66,204,138,108.8,51.36,66,1.12,3.44,2.32,2.744,0.8352,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,8,8,1.8,2.48,0,0,1,1,0.2,0.32,0,4,9,5,6.2,1.12,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,2.2,2.72,0,0,13,13,2.6,4.16,0,2,22,20,6.2,6.32,2,9.105,37.24,28.135,15.639,8.6404,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Ce3+1 Rh3+1 O2-3,-2,3,5,3.273268354
LaTlO3,La,Tl,5.817,6.164,8.46,90,90,90,1.302,orthorhombic,15.167,0,1.289,-2.287,0.038,La1 Tl1 O3,8,81,73,32.4,29.28,8,13,87,74,70,22.8,87,15.9994,204.3833,188.3839,78.257394,74.7095928,15.9994,54.8,1193,1138.2,386.88,398.496,54.8,3,16,13,12.8,3.92,16,2,6,4,3.6,1.92,2,66,207,141,110,52.8,66,1.1,3.44,2.34,2.608,0.9984,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,10,10,2.2,3.12,0,0,14,14,2.8,4.48,0,3,27,24,9.6,6.96,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,2,9,7,4,2.4,2,9.105,36.8975,27.7925,18.2245,10.9434,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,La3+1 Tl3+1 O2-3,-2,3,5,3.273268354
HoTlO3,Ho,Tl,5.534,5.895,8.549,90,90,90,1.11,orthorhombic,13.943,0,0.482,-2.287,0.118,Ho1 Tl1 O3,8,81,73,34.4,31.68,8,33,87,54,74,16.4,87,15.9994,204.3833,188.3839,83.462364,80.9555568,15.9994,54.8,1747,1692.2,497.68,531.456,54.8,3,16,13,12.8,3.92,16,2,6,4,3.6,1.92,2,66,192,126,107,49.2,66,1.23,3.44,2.21,2.634,0.9672,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,10,10,2,3.2,0,0,14,14,5,6,0,6,27,21,11.6,6.72,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,0,0,0,0,0,0,3,3,0.6,0.96,0,2,5,3,2.8,0.96,2,9.105,30.73333333,21.62833333,16.99166667,9.464,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Ho3+1 Tl3+1 O2-3,-2,3,5,3.273268354
AcReO3,Ac,Re,5.556,5.978,8.046,90,90,90,0,orthorhombic,13.361,0.215,2.924,-2.286,0.273,Ac1 Re1 O3,8,89,81,37.6,35.52,8,14,87,73,65.8,25.44,87,15.9994,227,211.0006,92.24104,91.489968,15.9994,54.8,3459,3404.2,989.28,1121.376,54.8,3,16,13,11.6,5.28,16,2,7,5,3.8,2.16,2,66,215,149,112.8,56.16,66,1.1,3.44,2.34,2.664,0.9312,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,5,5,1.2,1.52,0,0,14,14,2.8,4.48,0,3,21,18,8.4,5.04,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,2.8,3.36,0,0,0,0,0,0,0,2,9,7,4,2.4,2,9.105,44.5125,35.4075,17.2965,10.8864,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Ac3+1 Re3+1 O2-3,-2,3,5,3.273268354
ThPaO3,Th,Pa,4.483,4.483,4.483,90,90,90,0,cubic,18.025,0.524,0.112,-2.285,1.186,Th1 Pa1 O3,8,91,83,41,39.6,8,16,87,71,59,33.6,87,15.9994,232.03806,216.03866,102.214424,103.4580288,15.9994,54.8,2023,1968.2,806.48,902.016,54.8,3,16,13,10.8,6.24,16,2,7,5,4,2.4,2,66,206,140,120.8,65.76,66,1.3,3.44,2.14,2.624,0.9792,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.6,0.72,0,0,2,2,0.4,0.64,0,4,6,2,5.4,0.72,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,3.4,4.08,0,0,12,12,2.4,3.84,0,2,21,19,7,6,2,9.105,32.37,23.265,16.973,9.4416,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,80,81.6,12,Th0+1 Pa0+1 O0+3,0,0,0,0
YMoO3,Y,Mo,3.956,3.956,3.956,90,90,90,0,cubic,12.384,0.006,1.87,-2.285,0.618,Y1 Mo1 O3,8,42,34,21,15.6,8,12,87,75,64.6,26.88,87,15.9994,95.96,79.9606,46.57281,36.688092,15.9994,54.8,2896,2841.2,971.88,1100.496,54.8,3,16,13,11.4,5.52,16,2,5,3,3.2,1.44,2,66,190,124,108.4,50.88,66,1.22,3.44,2.22,2.74,0.84,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,5,5,1.2,1.52,0,0,0,0,0,0,0,3,6,3,5.4,0.96,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,2.8,3.36,0,0,0,0,0,0,0,2,9,7,4.2,2.64,2,9.105,32.365,23.26,15.074,7.1628,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Y3+1 Mo3+1 O2-3,-2,3,5,3.273268354
NpZnO3,Np,Zn,3.871,3.871,3.871,90,90,90,0,cubic,11.603,0.763,0.507,-2.285,0.601,Np1 Zn1 O3,8,93,85,29.4,25.68,8,22,87,65,70.4,19.92,87,15.9994,237,221.0006,70.07564,66.769744,15.9994,54.8,917,862.2,354.816,360.0192,54.8,3,16,13,12.6,4.08,16,2,7,5,3.4,1.68,2,66,190,124,102,43.2,66,1.36,3.44,2.08,2.666,0.9288,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,4,4,0.8,1.28,0,6,12,6,7.4,1.84,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,10,10,2,3.2,0,0,19,19,5,5.6,2,9.105,18.45375,9.34875,11.94575,3.4089,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,58.4,55.68,12,Np4+1 Zn2+1 O2-3,-2,4,6,3.380617019
ScGaO3,Sc,Ga,3.753,3.753,3.753,90,90,90,1.582,cubic,10.576,0,3.32,-2.283,0.672,Sc1 Ga1 O3,8,31,23,15.2,8.64,8,11,87,76,69.2,23.28,87,15.9994,69.723,53.7236,32.5354224,19.84322688,15.9994,54.8,1814,1759.2,456.262,543.0952,54.8,3,16,13,12.8,3.92,16,2,4,2,2.8,0.96,2,66,170,104,98,38.4,66,1.36,3.44,2.08,2.698,0.8904,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,10,10,2.2,3.12,0,0,0,0,0,0,0,3,13,10,6.8,2.48,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,2,9,7,4,2.4,2,9.105,22.235,13.13,13.6815,5.4918,9.105,0,0,0,0,0,0,0,6.35E-06,6.35E-06,1.27E-06,2.03E-06,0,12,194,182,58.8,56.16,12,Sc3+1 Ga3+1 O2-3,-2,3,5,3.273268354
DyCuO3,Dy,Cu,5.205,5.86,7.189,90,90,90,0.256,orthorhombic,10.964,0,0.68,-2.282,0.047,Dy1 Cu1 O3,8,66,58,23.8,18.96,8,31,87,56,71.2,18.96,87,15.9994,162.5,146.5006,54.80884,46.571328,15.9994,54.8,1685,1630.2,641.434,703.9608,54.8,3,16,13,12.4,4.32,16,2,6,4,3.2,1.44,2,66,192,126,104.4,46.08,66,1.22,3.44,2.22,2.688,0.9024,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,10,10,2,3.2,0,6,12,6,8.2,2.64,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,4,4,0.8,1.28,0,1,4,3,2.2,0.72,2,9.105,31.24,22.135,13.925,6.926,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Dy3+1 Cu3+1 O2-3,-2,3,5,3.273268354
DyLiO3,Dy,Li,4.991,5.762,7.215,90,90,90,0,orthorhombic,10.375,0.4,-1.307,-2.281,0.326,Dy1 Li1 O3,3,66,63,18.6,18.96,8,1,87,86,58.6,34.08,87,6.941,162.5,155.559,43.48784,47.604864,15.9994,54.8,1685,1630.2,460.618,489.7528,54.8,1,16,15,10.4,6.72,16,2,6,4,2.8,1.28,2,66,192,126,103.6,45.12,66,0.98,3.44,2.46,2.504,1.1232,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,0,0,0,0,0,0,10,10,2,3.2,0,1,12,11,6.2,2.32,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,4,4,0.8,1.28,0,1,4,3,2.2,0.72,2,9.105,31.24,22.135,15.02966667,7.1096,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Dy0+1 Li0+1 O0+3,0,0,0,0
TbYbO3,Tb,Yb,4.099,4.099,4.099,90,90,90,0,cubic,13.774,0.196,-1.819,-2.281,0.903,Tb1 Yb1 O3,8,70,62,31.8,28.56,8,29,87,58,65.8,25.44,87,15.9994,173.054,157.0546,75.99551,71.995332,15.9994,54.8,1629,1574.2,577.08,626.736,54.8,3,16,13,10.8,6.24,16,2,6,4,3.6,1.92,2,66,194,128,115.8,59.76,66,1.21,3.44,2.23,2.558,1.0584,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,0,0,0,0,0,0,14,14,4.6,5.52,0,6,16,10,9,3.6,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,5,5,1,1.6,0,0,5,5,2.2,1.12,2,9.105,34.12,25.015,18.63433333,11.4352,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Tb3+1 Yb3+1 O2-3,-2,3,5,3.273268354
CoCeO3,Co,Ce,5.549,6.416,8.943,90,90,90,1.578,orthorhombic,15.922,0.8,-5.095,-2.281,0.141,Co1 Ce1 O3,8,58,50,21.8,16.56,8,15,87,72,66.8,24.24,87,15.9994,140.116,124.1166,49.409479,40.0920948,15.9994,54.8,1768,1713.2,600.68,655.056,54.8,3,16,13,12,4.8,16,2,6,4,3.2,1.44,2,66,204,138,105.6,47.52,66,1.12,3.44,2.32,2.664,0.9312,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,7,7,1.6,2.16,0,0,1,1,0.2,0.32,0,4,9,5,6.2,1.12,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,2.4,2.88,0,0,13,13,2.6,4.16,0,2,22,20,6.2,6.32,2,9.105,37.24,28.135,14.96,8.912,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,194,182,84.8,87.36,12,Co2+1 Ce4+1 O2-3,-2,4,6,3.380617019
ZnAcO3,Zn,Ac,5.779,6.011,8.703,90,90,90,0,orthorhombic,15.115,0.2,-3.996,-2.28,0.17,Zn1 Ac1 O3,8,89,81,28.6,24.72,8,14,87,73,68.8,21.92,87,15.9994,227,211.0006,68.07564,63.569744,15.9994,54.8,1323,1268.2,436.016,457.4592,54.8,3,16,13,12.6,4.08,16,2,7,5,3.4,1.68,2,66,215,149,107,49.2,66,1.1,3.44,2.34,2.614,0.9912,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,0,0,0,0,0,3,12,9,6.6,2.16,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,0,9,9,3,2.4,2,9.105,44.5125,35.4075,17.1575,10.942,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Zn0+1 Ac0+1 O0+3,0,0,0,0
ZnHfO3,Zn,Hf,4.048,4.048,4.048,90,90,90,0,cubic,13.271,0,0.175,-2.279,0.684,Zn1 Hf1 O3,8,72,64,25.2,20.64,8,45,87,42,75,14.4,87,15.9994,178.49,162.4906,58.37364,50.849088,15.9994,54.8,2506,2451.2,672.616,741.3792,54.8,4,16,12,12.8,3.84,16,2,6,4,3.2,1.44,2,66,175,109,99,39.6,66,1.3,3.44,2.14,2.654,0.9432,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,2.4,3.04,0,0,14,14,2.8,4.48,0,6,18,12,9.6,4.32,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,0,8,8,2.8,2.08,2,9.105,22.2,13.095,12.695,4.308,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Zn2+1 Hf4+1 O2-3,-2,4,6,3.380617019
MgScO3,Mg,Sc,4.005,4.005,4.005,90,90,90,0,cubic,12.847,0.001,-2.243,-2.279,0.812,Mg1 Sc1 O3,8,21,13,11.4,4.08,8,11,87,76,68,22.8,87,15.9994,44.955912,28.956512,23.4518224,8.94290688,15.9994,54.8,1814,1759.2,580.28,630.576,54.8,2,16,14,10.6,6.48,16,2,4,2,2.6,0.72,2,66,170,104,101.8,42.96,66,1.31,3.44,2.13,2.598,1.0104,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,2,6,4,4.6,1.68,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,0,9,9,3,2.4,2,9.105,22.89,13.785,14.488,6.4596,9.105,0,0,0,0,0,0,0,6.35E-06,6.35E-06,1.27E-06,2.03E-06,0,12,194,182,84.8,87.36,12,Mg0+1 Sc0+1 O0+3,0,0,0,0
DyMoO3,Dy,Mo,3.951,3.951,3.951,90,90,90,0,cubic,12.338,0.005,1.68,-2.278,0.616,Dy1 Mo1 O3,8,66,58,26.4,22.08,8,31,87,56,68.4,22.32,87,15.9994,162.5,146.5006,61.29164,54.350688,15.9994,54.8,2896,2841.2,949.08,1073.136,54.8,3,16,13,11.4,5.52,16,2,6,4,3.4,1.68,2,66,192,126,108.8,51.36,66,1.22,3.44,2.22,2.74,0.84,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,5,5,1,1.6,0,0,10,10,2,3.2,0,6,12,6,7.2,1.92,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,4,4,0.8,1.28,0,2,6,4,3.2,1.44,2,9.105,31.24,22.135,14.849,6.8928,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Dy3+1 Mo3+1 O2-3,-2,3,5,3.273268354
