formula,atom a,atom b,a,b,c,alpha,beta,gamma,bandgap,lowest distortion,vpa,mub,e_form,eform oxygen,e_hull,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
DyTlO3,Dy,Tl,4.232,4.232,4.232,90,90,90,0,cubic,15.158,0,-1.444,0.545,0.95,Dy1 Tl1 O3,8,81,73,34.2,31.44,8,31,87,56,73.6,17.04,87,15.9994,204.3833,188.3839,82.9763,80.37228,15.9994,54.8,1685,1630.2,485.28,516.576,54.8,3,16,13,12.8,3.92,16,2,6,4,3.6,1.92,2,66,192,126,107,49.2,66,1.22,3.44,2.22,2.632,0.9696,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,10,10,2,3.2,0,0,14,14,4.8,5.76,0,6,27,21,11.4,6.48,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,0,0,0,0,0,0,4,4,0.8,1.28,0,2,5,3,3,1.2,2,9.105,31.24,22.135,17.093,9.5856,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Dy3+1 Tl3+1 O2-3,-2,3,5,3.273268354
BTaO3,B,Ta,3.945,3.945,3.945,90,90,90,2.039,cubic,12.282,0,-1.443,5.114,1.307,B1 Ta1 O3,5,73,68,20.4,21.04,8,48,87,39,76.2,12.96,87,10.811,180.94788,170.13688,47.951416,53.1985856,15.9994,54.8,3290,3235.2,1160.48,1326.816,54.8,5,16,11,13.2,3.36,16,2,6,4,2.8,1.28,2,66,170,104,90.4,31.84,66,1.5,3.44,1.94,2.772,0.8016,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,3,3,0.6,0.96,0,0,14,14,2.8,4.48,0,3,19,16,8,4.4,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,7,7,1.4,2.24,0,0,0,0,0,0,0,2,7,5,3.6,1.92,2,7.1725,18.12,10.9475,10.5215,3.0394,9.105,0,1.524,1.524,0.3048,0.48768,0,0,0,0,0,0,0,12,229,217,86.2,89.04,12,B3+1 Ta3+1 O2-3,-2,3,5,3.273268354
PbTcO3,Pb,Tc,5.598,5.598,5.598,60.7,60.7,60.7,0,rhombohedral,12.61,0.329,-1.442,3.706,0.107,Pb1 Tc1 O3,8,82,74,29.8,26.16,8,53,87,34,79,10.4,87,15.9994,207.2,191.2006,70.63964,65.568288,15.9994,54.8,2430,2375.2,639.002,716.3992,54.8,7,16,9,13.8,2.72,16,2,6,4,3.4,1.68,2,66,147,81,98.2,38.64,66,1.9,3.44,1.54,2.91,0.636,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,10,10,3,3.6,0,0,14,14,2.8,4.48,0,6,28,22,10.6,6.96,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,5,5,1,1.6,0,0,0,0,0,0,0,2,5,3,3,1.2,2,9.105,28.11,19.005,13.942,5.8044,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Pb2+1 Tc4+1 O2-3,-2,4,6,3.380617019
DyNaO3,Dy,Na,3.915,3.915,3.915,90,90,90,0,cubic,12.005,0.399,-1.441,-2.833,1.064,Dy1 Na1 O3,8,66,58,20.2,18.32,8,2,87,85,58.8,33.84,87,15.9994,162.5,146.5006,46.69759386,46.32096246,15.9994,54.8,1685,1630.2,444.054,496.3784,54.8,1,16,15,10.4,6.72,16,2,6,4,3,1.2,2,66,192,126,111.2,54.24,66,0.93,3.44,2.51,2.494,1.1352,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,0,0,0,0,0,0,10,10,2,3.2,0,1,12,11,6.2,2.32,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,4,4,0.8,1.28,0,1,4,3,2.2,0.72,2,9.105,31.24,22.135,17.55966667,10.1456,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Dy0+1 Na0+1 O0+3,0,0,0,0
ErPbO3,Er,Pb,4.273,4.273,4.273,90,90,90,0,cubic,15.602,0,-1.44,0.493,1.125,Er1 Pb1 O3,8,82,74,34.8,32.16,8,35,87,52,75.4,16.16,87,15.9994,207.2,191.2006,84.49144,82.190448,15.9994,54.8,1770,1715.2,507.002,542.6424,54.8,3,16,13,13,4,16,2,6,4,3.6,1.92,2,66,189,123,106.6,48.72,66,1.24,3.44,2.2,2.778,0.7944,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,10,10,2,3.2,0,0,14,14,5.2,6.24,0,6,28,22,12,7.2,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,2,2,0.4,0.64,0,2,4,2,2.4,0.64,2,9.105,30.585,21.48,17.202,9.7164,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Er0+1 Pb0+1 O0+3,0,0,0,0
TaUO3,Ta,U,4.323,4.323,4.323,90,90,90,0,cubic,16.16,0.966,-1.439,0.396,1.729,Ta1 U1 O3,8,92,84,37.8,35.76,8,20,87,67,65.8,25.44,87,15.9994,238.02891,222.02951,93.394998,92.8747176,15.9994,54.8,3290,3235.2,972.48,1101.216,54.8,3,16,13,11.2,5.76,16,2,7,5,3.8,2.16,2,66,196,130,112.8,56.16,66,1.38,3.44,2.06,2.64,0.96,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,3,3,0.8,0.96,0,0,14,14,3.4,4.24,0,6,19,13,8.6,4.16,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,3.2,3.84,0,0,11,11,2.2,3.52,0,2,20,18,6.6,5.52,2,9.105,20.025,10.92,13.092,4.7844,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,65.6,65.36,12,Ta3+1 U3+1 O2-3,-2,3,5,3.273268354
ZnReO3,Zn,Re,5.145,5.145,5.145,63.5,63.5,63.5,0,rhombohedral,10.38,0,-1.439,3.253,0.245,Zn1 Re1 O3,8,75,67,25.8,21.36,8,54,87,33,76.8,12.24,87,15.9994,186.207,170.2076,59.91704,52.701168,15.9994,54.8,3459,3404.2,863.216,1038.3136,54.8,7,16,9,13.4,3.12,16,2,6,4,3.2,1.44,2,66,151,85,94.2,33.84,66,1.65,3.44,1.79,2.774,0.7992,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,3,3.6,0,0,14,14,2.8,4.48,0,6,21,15,10.2,5.04,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,5,5,2.2,1.12,2,9.105,14.655,5.55,11.186,2.4972,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Zn2+1 Re4+1 O2-3,-2,4,6,3.380617019
RuPaO3,Ru,Pa,4.354,4.354,4.354,90,90,90,0,cubic,16.508,0.616,-1.439,1.936,0.8,Ru1 Pa1 O3,8,91,83,31.8,28.56,8,18,87,69,67,24,87,15.9994,231.03586,215.03646,76.020812,72.0256944,15.9994,54.8,2607,2552.2,923.28,1042.176,54.8,3,16,13,11.8,5.04,16,2,7,5,3.6,1.92,2,66,200,134,108.8,51.36,66,1.5,3.44,1.94,2.804,0.7632,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,7,7,1.6,2.16,0,0,2,2,0.4,0.64,0,5,8,3,6.2,0.72,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,2.4,2.88,0,0,12,12,2.4,3.84,0,2,21,19,6.2,5.92,2,9.105,25.18,16.075,13.201,4.9152,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,73.8,74.16,12,Ru3+1 Pa3+1 O2-3,-2,3,5,3.273268354
VGaO3,V,Ga,3.758,3.758,3.758,90,90,90,0,cubic,10.615,0.4,-1.438,-2.324,0.928,V1 Ga1 O3,8,31,23,15.6,9.12,8,46,87,41,76.2,12.96,87,15.9994,69.723,53.7236,33.73254,21.279768,15.9994,54.8,2183,2128.2,530.062,661.1752,54.8,5,16,11,13.2,3.36,16,2,4,2,2.8,0.96,2,66,153,87,94.6,34.32,66,1.63,3.44,1.81,2.752,0.8256,3.44,2,2,0,2,0,2,0,4,4,2.6,1.68,4,0,10,10,2.6,3.12,0,0,0,0,0,0,0,5,13,8,7.2,2.32,6,0,0,0,0,0,0,0,5,5,2.2,1.12,2,0,7,7,1.4,2.24,0,0,0,0,0,0,0,2,7,5,3.6,1.92,2,9.105,18.8575,9.7525,11.8365,3.2778,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,65.8,65.28,12,V3+1 Ga3+1 O2-3,-2,3,5,3.273268354
GePmO3,Ge,Pm,4.397,4.397,4.397,90,90,90,0,cubic,16.998,0.2,-1.437,-3.723,1.251,Ge1 Pm1 O3,8,61,53,23.4,18.48,8,21,87,66,72.2,20.48,87,15.9994,145,129.0006,53.12764,44.553888,15.9994,54.8,1373,1318.2,549.76,593.952,54.8,3,16,13,13,4,16,2,6,4,3.2,1.44,2,66,199,133,103.4,44.88,66,1.155,3.44,2.285,2.697,0.8916,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,10,10,2,3.2,0,0,5,5,1,1.6,0,6,14,8,7.8,2.48,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,9,9,1.8,2.88,0,2,9,7,3.8,2.16,2,9.105,33.8425,24.7375,16.8325,9.273,9.105,0,0.383,0.383,0.0766,0.12256,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Ge3+1 Pm3+1 O2-3,-2,3,5,3.273268354
ZnYO3,Zn,Y,4.296,4.296,4.296,90,90,90,0,cubic,15.857,0.216,-1.436,-4.032,1.128,Zn1 Y1 O3,8,39,31,18.6,12.72,8,12,87,75,68.4,22.56,87,15.9994,88.90585,72.90645,40.45681,29.348892,15.9994,54.8,1799,1744.2,531.216,571.6992,54.8,3,16,13,12.6,4.08,16,2,5,3,3,1.2,2,66,190,124,102,43.2,66,1.22,3.44,2.22,2.638,0.9624,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,0,0,0,0,0,3,12,9,6.6,2.16,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,0,9,9,3,2.4,2,9.105,32.365,23.26,14.728,7.0548,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Zn0+1 Y0+1 O0+3,0,0,0,0
SiErO3,Si,Er,4.235,4.235,4.235,90,90,90,0,cubic,15.194,-0.2,-1.435,-5.408,1.971,Si1 Er1 O3,8,68,60,21.2,18.72,8,35,87,52,74.8,15.92,87,15.9994,167.259,151.2596,48.66854,47.436184,15.9994,54.8,1770,1715.2,724.28,803.376,54.8,3,16,13,13,4,16,2,6,4,3,1.2,2,66,189,123,99.6,40.32,66,1.24,3.44,2.2,2.692,0.8976,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,0,0,0,0,0,0,12,12,2.4,3.84,0,4,14,10,7.2,2.72,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,0,0,0,0,0,0,2,2,0.4,0.64,0,2,4,2,2.4,0.64,2,9.105,30.585,21.48,15.668,7.8756,9.105,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,12,227,215,91.4,95.28,12,Si0+1 Er0+1 O0+3,0,0,0,0
YNaO3,Y,Na,3.927,3.927,3.927,90,90,90,0,cubic,12.107,0.4,-1.435,-2.758,1.056,Y1 Na1 O3,8,39,31,14.8,9.68,8,2,87,85,55,38.4,87,15.9994,88.90585,72.90645,31.97876386,22.77083446,15.9994,54.8,1799,1744.2,466.854,532.8584,54.8,1,16,15,10.4,6.72,16,2,5,3,2.8,0.96,2,66,190,124,110.8,53.76,66,0.93,3.44,2.51,2.494,1.1352,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,0,0,0,0,0,1,6,5,4.4,1.92,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,1,9,8,3.2,2.32,2,9.105,32.365,23.26,17.78466667,10.4156,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Y0+1 Na0+1 O0+3,0,0,0,0
CrMnO3,Cr,Mn,3.737,3.737,3.737,90,90,90,0,cubic,10.438,1.4,-1.433,-1.205,0.817,Cr1 Mn1 O3,8,25,17,14.6,7.92,8,49,87,38,72.4,17.52,87,15.9994,54.938045,38.938645,30.986469,17.9844828,15.9994,54.8,2180,2125.2,772.68,861.456,54.8,6,16,10,12.2,4.56,16,2,4,2,2.8,0.96,2,66,139,73,95.2,35.04,66,1.55,3.44,1.89,2.706,0.8808,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,5,5,2,2.4,0,0,0,0,0,0,0,6,7,1,6.2,0.32,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,5,5,2,2.4,0,0,0,0,0,0,0,2,6,4,3.4,1.68,2,9.105,11.19,2.085,9.798517241,0.83222069,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,6.20E-05,9.92E-05,0,12,229,217,96.4,101.28,12,Cr4+1 Mn2+1 O2-3,-2,4,6,3.380617019
PtBaO3,Pt,Ba,6.334,6.488,9.222,90,90,90,0.88,orthorhombic,18.95,0,-1.432,-12.328,0.173,Pt1 Ba1 O3,8,78,70,31.6,28.32,8,9,87,78,66.6,24.48,87,15.9994,195.084,179.0846,76.08184,72.098928,15.9994,54.8,2041.4,1986.6,641.16,703.632,54.8,2,16,14,12,4.8,16,2,6,4,3.6,1.92,2,66,215,149,109.8,52.56,66,0.89,3.44,2.55,2.698,0.8904,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,9,9,1.8,2.88,0,0,14,14,2.8,4.48,0,2,24,22,8.8,6.08,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,1,1,0.2,0.32,0,0,0,0,0,0,0,0,2,2,1.6,0.64,2,9.105,63.59,54.485,21.185,16.962,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,98,103.2,12,Pt4+1 Ba2+1 O2-3,-2,4,6,3.380617019
PmAuO3,Pm,Au,4.113,4.113,4.113,90,90,90,0,cubic,13.919,0,-1.432,-0.196,0.547,Pm1 Au1 O3,8,79,71,32.8,29.76,8,21,87,66,69.6,20.88,87,15.9994,196.966569,180.967169,77.9929538,74.39226456,15.9994,54.8,1373,1318.2,574.946,624.1752,54.8,3,16,13,12.4,4.32,16,2,6,4,3.6,1.92,2,66,199,133,106.6,48.72,66,1.155,3.44,2.285,2.803,0.7644,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,14,14,3.8,4.56,0,6,25,19,10,6,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,9,9,1.8,2.88,0,1,9,8,3.2,2.32,2,9.105,33.8425,24.7375,15.5715,7.7598,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Pm3+1 Au3+1 O2-3,-2,3,5,3.273268354
DyAgO3,Dy,Ag,4.016,4.016,4.016,90,90,90,0,cubic,12.953,0,-1.432,-0.565,0.605,Dy1 Ag1 O3,8,66,58,27.4,23.28,8,31,87,56,71.4,18.72,87,15.9994,162.5,146.5006,63.67328,57.208656,15.9994,54.8,1685,1630.2,616.866,674.4792,54.8,3,16,13,12.4,4.32,16,2,6,4,3.4,1.68,2,66,192,126,107,49.2,66,1.22,3.44,2.22,2.694,0.8952,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2,3.2,0,0,10,10,2,3.2,0,6,12,6,8.2,2.64,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,4,4,0.8,1.28,0,1,4,3,2.2,0.72,2,9.105,31.24,22.135,14.977,7.0464,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Dy3+1 Ag3+1 O2-3,-2,3,5,3.273268354
CoTmO3,Co,Tm,4.196,4.196,4.196,90,90,90,0,cubic,14.777,0.8,-1.431,-3.057,1.161,Co1 Tm1 O3,8,69,61,24,19.2,8,37,87,50,71.2,18.96,87,15.9994,168.93421,152.93481,55.173121,47.0084652,15.9994,54.8,1818,1763.2,750.08,834.336,54.8,3,16,13,12,4.8,16,2,6,4,3.2,1.44,2,66,190,124,102.8,44.16,66,1.25,3.44,2.19,2.69,0.9,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,7,7,1.4,2.24,0,0,13,13,2.6,4.16,0,6,15,9,8.4,2.88,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,3,3,0.6,0.96,0,0,1,1,0.2,0.32,0,1,3,2,2,0.4,2,9.105,29.78,20.675,13.468,6.5248,9.105,0,0,0,0,0,0,0,1.5484712,1.5484712,0.30969424,0.495510784,0,12,194,182,84.8,87.36,12,Co3+1 Tm3+1 O2-3,-2,3,5,3.273268354
GeCrO3,Ge,Cr,3.782,3.782,3.782,90,90,90,0,cubic,10.822,0.4,-1.431,1.067,0.66,Ge1 Cr1 O3,8,32,24,16,9.6,8,49,87,38,77.8,11.52,87,15.9994,72.64,56.6406,34.52686,22.232952,15.9994,54.8,2180,2125.2,711.16,787.632,54.8,6,16,10,13.6,3.04,16,2,4,2,2.8,0.96,2,66,139,73,91.4,30.48,66,1.66,3.44,1.78,2.798,0.7704,3.44,1,2,1,1.8,0.32,2,0,4,4,2.8,1.44,4,0,10,10,3,3.6,0,0,0,0,0,0,0,6,14,8,7.6,2.56,6,0,1,1,0.2,0.32,0,0,4,4,2,0.8,2,0,5,5,1,1.6,0,0,0,0,0,0,0,2,6,4,3.2,1.44,2,9.105,23.005,13.9,12.302,4.2812,9.105,0,0.383,0.383,0.0766,0.12256,0,0,0,0,0,0,0,12,229,217,98,103.2,12,Ge4+1 Cr2+1 O2-3,-2,4,6,3.380617019
CuScO3,Cu,Sc,4.054,4.054,4.054,90,90,90,0,cubic,13.325,0.339,-1.431,-3.057,0.806,Cu1 Sc1 O3,8,29,21,14.8,8.16,8,11,87,76,67.2,23.76,87,15.9994,63.546,47.5466,31.3000224,18.36074688,15.9994,54.8,1814,1759.2,667.234,734.9208,54.8,3,16,13,12.4,4.32,16,2,4,2,2.8,0.96,2,66,170,104,100,40.8,66,1.36,3.44,2.08,2.716,0.8688,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,0,0,0,0,0,3,11,8,6.4,1.84,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,1,9,8,3.2,2.32,2,9.105,22.235,13.13,12.124,4.0444,9.105,0,0,0,0,0,0,0,6.35E-06,6.35E-06,1.27E-06,2.03E-06,0,12,225,213,91,94.8,12,Cu3+1 Sc3+1 O2-3,-2,3,5,3.273268354
HgYO3,Hg,Y,4.357,4.357,4.357,90,90,90,0,cubic,16.545,0.236,-1.43,-3.068,0.656,Hg1 Y1 O3,8,80,72,28.6,24.72,8,12,87,75,68.8,22.72,87,15.9994,200.59,184.5906,67.49881,61.799292,15.9994,54.8,1799,1744.2,439.544,543.7824,54.8,3,16,13,12.6,4.08,16,2,6,4,3.4,1.68,2,66,190,124,104,45.6,66,1.22,3.44,2.22,2.708,0.8784,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,14,14,2.8,4.48,0,3,26,23,9.4,6.64,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,0,9,9,3,2.4,2,9.105,32.365,23.26,16.98351724,9.45422069,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,79.2,80.64,12,Hg0+1 Y0+1 O0+3,0,0,0,0
YAgO3,Y,Ag,4.023,4.023,4.023,90,90,90,0,cubic,13.023,0,-1.43,-0.506,0.587,Y1 Ag1 O3,8,47,39,22,16.8,8,12,87,75,67.6,23.28,87,15.9994,107.8682,91.8688,48.95445,39.54606,15.9994,54.8,1799,1744.2,639.666,701.8392,54.8,3,16,13,12.4,4.32,16,2,5,3,3.2,1.44,2,66,190,124,106.6,48.72,66,1.22,3.44,2.22,2.694,0.8952,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,2.2,3.12,0,0,0,0,0,0,0,3,11,8,6.4,1.84,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,1,9,8,3.2,2.32,2,9.105,32.365,23.26,15.202,7.3164,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Y3+1 Ag3+1 O2-3,-2,3,5,3.273268354
MoCdO3,Mo,Cd,5.578,5.698,8.005,90,90,90,0,orthorhombic,12.721,0.4,-1.43,-9.669,0.393,Mo1 Cd1 O3,8,48,40,22.8,17.76,8,50,87,37,76.2,12.96,87,15.9994,112.411,96.4116,51.27384,42.329328,15.9994,54.8,2896,2841.2,730.924,866.0304,54.8,6,16,10,13.2,3.36,16,2,5,3,3.2,1.44,2,66,154,88,99.2,39.84,66,1.69,3.44,1.75,2.834,0.7272,3.44,1,2,1,1.8,0.32,2,0,4,4,2.4,1.92,4,0,10,10,3,3.6,0,0,0,0,0,0,0,6,12,6,7.2,1.92,6,0,1,1,0.2,0.32,0,0,2,2,1.2,0.96,2,0,5,5,1,1.6,0,0,0,0,0,0,0,0,6,6,2.4,1.44,2,9.105,19.495,10.39,12.5,4.074,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,91.8,95.76,12,Mo4+1 Cd2+1 O2-3,-2,4,6,3.380617019
GeLaO3,Ge,La,4.461,4.461,4.461,90,90,90,0,cubic,17.751,0.2,-1.43,-3.535,1.401,Ge1 La1 O3,8,57,49,22.6,17.52,8,13,87,74,70.6,23.04,87,15.9994,138.90547,122.90607,51.908734,43.0912008,15.9994,54.8,1211.4,1156.6,513.76,550.752,54.8,3,16,13,13,4,16,2,6,4,3.2,1.44,2,66,207,141,105,46.8,66,1.1,3.44,2.34,2.686,0.9048,3.44,2,2,0,2,0,2,0,4,4,2.8,1.44,4,0,10,10,2.2,3.12,0,0,0,0,0,0,0,3,14,11,7,2.8,6,0,0,0,0,0,0,0,4,4,2,0.8,2,0,9,9,1.8,2.88,0,0,0,0,0,0,0,2,9,7,3.8,2.16,2,9.105,36.8975,27.7925,17.4435,10.0062,9.105,0,0.383,0.383,0.0766,0.12256,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Ge3+1 La3+1 O2-3,-2,3,5,3.273268354
TiFeO3,Ti,Fe,3.739,3.739,3.739,90,90,90,0,cubic,10.453,1.199,-1.429,-0.463,1.171,Ti1 Fe1 O3,8,26,18,14.4,7.68,8,43,87,44,71.8,18.24,87,15.9994,55.845,39.8456,30.34204,17.211168,15.9994,54.8,1941,1886.2,783.28,874.176,54.8,4,16,12,12,4.8,16,2,4,2,2.8,0.96,2,66,160,94,98,38.4,66,1.54,3.44,1.9,2.738,0.8424,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,6,6,1.6,1.92,0,0,0,0,0,0,0,4,8,4,6,0.8,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,2.4,2.88,0,0,0,0,0,0,0,2,8,6,3.6,1.92,2,9.105,16.69,7.585,10.947,2.2972,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.422137067,0.675410293,0,12,229,217,91.8,95.76,12,Ti4+1 Fe2+1 O2-3,-2,4,6,3.380617019
